 1,2,4,8,12,16,20,24
 0.01524,0.01524,0.004301,0.002481,0.001922,0.001688,0.00136,0.001478
 0.015207,0.015207,0.004215,0.002276,0.001528,0.001199,0.00087,0.000887
 0.015188,0.015188,0.004272,0.002259,0.001534,0.001185,0.000866,0.000872
 0.014669,0.014669,0.0042,0.002186,0.001559,0.001189,0.000874,0.000857
 0.014722,0.014722,0.00417,0.002183,0.001528,0.001183,0.001048,0.000866
 0.014904,0.014904,0.004192,0.002317,0.001519,0.001301,0.000873,0.000861
 0.015257,0.015257,0.004239,0.00225,0.001518,0.001199,0.000864,0.000861
 0.01476,0.01476,0.004069,0.002182,0.001524,0.001251,0.000864,0.000852
 0.015065,0.015065,0.004188,0.002164,0.001512,0.0012,0.000868,0.00089
 0.014589,0.014589,0.004364,0.002174,0.001531,0.001183,0.000862,0.000862
 0.014472,0.014472,0.003947,0.00239,0.001679,0.001183,0.000853,0.000865
 0.015106,0.015106,0.004011,0.002289,0.001537,0.001181,0.00087,0.000866
 0.01482,0.01482,0.004249,0.002172,0.001517,0.001181,0.001014,0.000861
 0.014677,0.014677,0.004163,0.00222,0.001533,0.001184,0.000871,0.000861
 0.015454,0.015454,0.004149,0.002177,0.001794,0.00137,0.000862,0.000851
 0.014629,0.014629,0.003935,0.002169,0.001537,0.001193,0.000865,0.000868
 0.014861,0.014861,0.004117,0.002335,0.001508,0.001186,0.000866,0.000869
 0.01463,0.01463,0.004111,0.002168,0.001527,0.001185,0.000881,0.000862
 0.01494,0.01494,0.003839,0.00257,0.001865,0.001184,0.000948,0.000862
 0.014559,0.014559,0.003975,0.002393,0.00153,0.001193,0.000876,0.000857
 0.014803,0.014803,0.003831,0.002201,0.001521,0.001186,0.000867,0.000857
 0.014754,0.014754,0.004163,0.002173,0.001517,0.001186,0.000861,0.000865
 0.014817,0.014817,0.004187,0.002192,0.001547,0.001198,0.000868,0.000859
 0.015002,0.015002,0.004316,0.002168,0.001533,0.001229,0.000861,0.000858
 0.014874,0.014874,0.004526,0.002167,0.001517,0.001189,0.000863,0.000866
 0.014561,0.014561,0.004212,0.002173,0.001511,0.00119,0.000862,0.000852
 0.014471,0.014471,0.003803,0.002159,0.001514,0.001184,0.000862,0.000849
 0.014735,0.014735,0.004045,0.002499,0.001517,0.001181,0.000865,0.000866
 0.015158,0.015158,0.004319,0.002194,0.00185,0.001188,0.000863,0.000859
 0.014571,0.014571,0.003929,0.002197,0.001528,0.001181,0.00086,0.000862
 0.015154,0.015154,0.004076,0.002167,0.001518,0.001182,0.000861,0.000857
 0.015523,0.015523,0.003855,0.002176,0.001622,0.001423,0.000862,0.000857
 0.014441,0.014441,0.003774,0.002438,0.001531,0.001203,0.000878,0.000864
 0.014794,0.014794,0.0038,0.002251,0.001512,0.001188,0.000991,0.000861
 0.015528,0.015528,0.004155,0.002166,0.001523,0.001519,0.000867,0.000859
 0.016065,0.016065,0.004262,0.002459,0.001584,0.001213,0.000867,0.000861
 0.015472,0.015472,0.004139,0.002342,0.001529,0.001186,0.000866,0.000861
 0.015084,0.015084,0.004028,0.002169,0.00152,0.001185,0.000866,0.000866
 0.015227,0.015227,0.004281,0.002166,0.001537,0.00119,0.000866,0.000857
 0.015139,0.015139,0.004243,0.002175,0.001712,0.001181,0.000853,0.000852
 0.014617,0.014617,0.003997,0.002381,0.001531,0.001183,0.000862,0.000852
 0.014788,0.014788,0.00417,0.002274,0.001517,0.001293,0.000861,0.000865
 0.01506,0.01506,0.004056,0.002172,0.001509,0.001192,0.00086,0.00086
 0.014552,0.014552,0.004208,0.002345,0.001517,0.001192,0.000859,0.000866
 0.014417,0.014417,0.003873,0.002234,0.001518,0.001186,0.000862,0.000857
 0.015041,0.015041,0.004141,0.002282,0.001516,0.00118,0.000863,0.000857
 0.014474,0.014474,0.004138,0.00225,0.001515,0.001184,0.00086,0.000862
 0.014864,0.014864,0.004174,0.002235,0.00152,0.001188,0.000862,0.000857
 0.015012,0.015012,0.004308,0.00245,0.001514,0.001185,0.00086,0.000863
 0.0151,0.0151,0.004246,0.002203,0.001603,0.001182,0.000855,0.000866
 0.014801,0.014801,0.004199,0.002468,0.001648,0.001196,0.000865,0.000865
 0.014949,0.014949,0.004124,0.002201,0.00153,0.001282,0.000869,0.000861
 0.014421,0.014421,0.004142,0.002241,0.001513,0.001192,0.000864,0.000857
 0.014422,0.014422,0.003911,0.002184,0.00152,0.00119,0.000864,0.000857
 0.014837,0.014837,0.004039,0.00236,0.001512,0.001191,0.000866,0.000851
 0.015039,0.015039,0.004007,0.002443,0.001524,0.001523,0.000863,0.00086
 0.014509,0.014509,0.004279,0.002182,0.001604,0.001189,0.000863,0.00086
 0.014423,0.014423,0.004059,0.002516,0.001534,0.001179,0.000863,0.000868
 0.014844,0.014844,0.004206,0.002257,0.001517,0.00118,0.000862,0.000857
 0.014519,0.014519,0.00449,0.002294,0.001526,0.001185,0.00088,0.000856
 0.014887,0.014887,0.004302,0.002175,0.001513,0.001181,0.000863,0.000863
 0.015063,0.015063,0.004206,0.002174,0.001528,0.001182,0.00086,0.000862
 0.014751,0.014751,0.004158,0.002214,0.001641,0.001181,0.00086,0.000856
 0.014691,0.014691,0.0039,0.002183,0.001529,0.001187,0.00086,0.000856
 0.014766,0.014766,0.004205,0.002575,0.001523,0.001184,0.000861,0.000859
 0.014893,0.014893,0.004277,0.002317,0.001513,0.001182,0.000862,0.00086
 0.014694,0.014694,0.004166,0.002226,0.00157,0.001189,0.000861,0.000865
 0.014741,0.014741,0.004246,0.002182,0.00153,0.001296,0.000861,0.000857
 0.014853,0.014853,0.003955,0.002175,0.001518,0.0012,0.000859,0.000852
 0.014897,0.014897,0.00434,0.002334,0.001513,0.001182,0.000862,0.00086
 0.014814,0.014814,0.004295,0.002376,0.001529,0.001189,0.000859,0.000863
 0.01497,0.01497,0.004168,0.002186,0.001523,0.001181,0.000878,0.000855
 0.014661,0.014661,0.004226,0.002267,0.001621,0.001179,0.000959,0.000855
 0.014568,0.014568,0.004008,0.002436,0.001544,0.001187,0.000872,0.000851
 0.015103,0.015103,0.00388,0.002176,0.001511,0.001187,0.000856,0.000863
 0.014989,0.014989,0.003994,0.002252,0.001515,0.001182,0.000864,0.000858
 0.014902,0.014902,0.004224,0.002181,0.001515,0.001179,0.000858,0.000874
 0.015303,0.015303,0.004246,0.002314,0.001515,0.001181,0.000868,0.000864
 0.014675,0.014675,0.003947,0.002291,0.001522,0.001292,0.000862,0.000858
 0.014615,0.014615,0.004272,0.002233,0.001518,0.001192,0.000865,0.000862
 0.014627,0.014627,0.004054,0.002478,0.00152,0.001194,0.000867,0.000852
 0.015039,0.015039,0.004205,0.002255,0.00152,0.001183,0.000863,0.000872
 0.014574,0.014574,0.004293,0.002296,0.001511,0.00118,0.000862,0.000861
 0.014612,0.014612,0.004282,0.002204,0.001521,0.00118,0.000864,0.000869
 0.014849,0.014849,0.004282,0.0022,0.001813,0.00118,0.000869,0.000857
 0.015027,0.015027,0.00415,0.002191,0.00153,0.001178,0.001217,0.000857
 0.01478,0.01478,0.003825,0.002166,0.001513,0.001182,0.000875,0.000861
 0.015088,0.015088,0.004249,0.00242,0.001518,0.001197,0.000862,0.000859
 0.01466,0.01466,0.003944,0.002249,0.001524,0.001186,0.000862,0.000869
 0.014766,0.014766,0.003843,0.002273,0.00152,0.001182,0.000862,0.000868
 0.014883,0.014883,0.004025,0.002243,0.001522,0.001182,0.000861,0.000859
 0.015225,0.015225,0.004054,0.002177,0.001509,0.001183,0.000862,0.000867
 0.014618,0.014618,0.003974,0.002187,0.001522,0.001305,0.000861,0.000872
 0.01484,0.01484,0.003947,0.002178,0.001615,0.001194,0.000879,0.001019
 0.014829,0.014829,0.004149,0.002282,0.001521,0.00118,0.0011,0.000901
 0.014464,0.014464,0.003895,0.002177,0.001517,0.001182,0.000874,0.000863
 0.014468,0.014468,0.004076,0.002218,0.001521,0.001182,0.000853,0.000856
 0.014817,0.014817,0.004431,0.002379,0.001514,0.001184,0.000861,0.000858
 0.015091,0.015091,0.00402,0.002297,0.001509,0.001187,0.00086,0.000863
 0.0147,0.0147,0.004234,0.002212,0.00154,0.001181,0.00086,0.000857
